0,0,129
0,0,133
0,0,137
0,0,141
0,0,145
0,0,149
0,0,153
0,0,157
0,0,161
0,0,165
0,0,169
0,0,173
0,0,177
0,0,180
0,0,184
0,0,188
0,0,192
0,0,196
0,0,200
0,0,204
0,0,208
0,0,212
0,0,216
0,0,220
0,0,224
0,0,228
0,0,231
0,0,235
0,0,239
0,0,243
0,0,247
0,0,251
0,0,255
0,4,255
0,8,255
0,12,255
0,16,255
0,20,255
0,24,255
0,27,255
0,31,255
0,35,255
0,39,255
0,43,255
0,47,255
0,51,255
0,55,255
0,59,255
0,63,255
0,67,255
0,71,255
0,75,255
0,78,255
0,82,255
0,86,255
0,90,255
0,94,255
0,98,255
0,102,255
0,106,255
0,110,255
0,114,255
0,118,255
0,122,255
0,126,255
0,129,255
0,133,255
0,137,255
0,141,255
0,145,255
0,149,255
0,153,255
0,157,255
0,161,255
0,165,255
0,169,255
0,173,255
0,177,255
0,180,255
0,184,255
0,188,255
0,192,255
0,196,255
0,200,255
0,204,255
0,208,255
0,212,255
0,216,255
0,220,255
0,224,255
0,228,255
0,231,255
0,235,255
0,239,255
0,243,255
0,247,255
0,251,255
0,255,255
4,255,251
8,255,247
12,255,243
16,255,239
20,255,235
24,255,231
27,255,228
31,255,224
35,255,220
39,255,216
43,255,212
47,255,208
51,255,204
55,255,200
59,255,196
63,255,192
67,255,188
71,255,184
75,255,180
78,255,177
82,255,173
86,255,169
90,255,165
94,255,161
98,255,157
102,255,153
106,255,149
110,255,145
114,255,141
118,255,137
122,255,133
126,255,129
129,255,126
133,255,122
137,255,118
141,255,114
145,255,110
149,255,106
153,255,102
157,255,98
161,255,94
165,255,90
169,255,86
173,255,82
177,255,78
180,255,75
184,255,71
188,255,67
192,255,63
196,255,59
200,255,55
204,255,51
208,255,47
212,255,43
216,255,39
220,255,35
224,255,31
228,255,27
231,255,24
235,255,20
239,255,16
243,255,12
247,255,8
251,255,4
255,255,0
255,251,0
255,247,0
255,243,0
255,239,0
255,235,0
255,231,0
255,228,0
255,224,0
255,220,0
255,216,0
255,212,0
255,208,0
255,204,0
255,200,0
255,196,0
255,192,0
255,188,0
255,184,0
255,180,0
255,177,0
255,173,0
255,169,0
255,165,0
255,161,0
255,157,0
255,153,0
255,149,0
255,145,0
255,141,0
255,137,0
255,133,0
255,129,0
255,126,0
255,122,0
255,118,0
255,114,0
255,110,0
255,106,0
255,102,0
255,98,0
255,94,0
255,90,0
255,86,0
255,82,0
255,78,0
255,75,0
255,71,0
255,67,0
255,63,0
255,59,0
255,55,0
255,51,0
255,47,0
255,43,0
255,39,0
255,35,0
255,31,0
255,27,0
255,24,0
255,20,0
255,16,0
255,12,0
255,8,0
255,4,0
255,0,0
251,0,0
247,0,0
243,0,0
239,0,0
235,0,0
231,0,0
228,0,0
224,0,0
220,0,0
216,0,0
212,0,0
208,0,0
204,0,0
200,0,0
196,0,0
192,0,0
188,0,0
184,0,0
180,0,0
177,0,0
173,0,0
169,0,0
165,0,0
161,0,0
157,0,0
153,0,0
149,0,0
